CallTypeGroup,UnitType,Neighborhooods
Alarm,AIRPORT,Lakeshore
Alarm,AIRPORT,Potrero Hill
Alarm,CHIEF,Bayview Hunters Point
Alarm,CHIEF,Bernal Heights
Alarm,CHIEF,Castro/Upper Market
Alarm,CHIEF,Chinatown
Alarm,CHIEF,Excelsior
Alarm,CHIEF,Financial District/South Beach
Alarm,CHIEF,Glen Park
Alarm,CHIEF,Golden Gate Park
Alarm,CHIEF,Haight Ashbury
Alarm,CHIEF,Hayes Valley
Alarm,CHIEF,Inner Richmond
Alarm,CHIEF,Inner Sunset
Alarm,CHIEF,Japantown
Alarm,CHIEF,Lakeshore
Alarm,CHIEF,Lincoln Park
Alarm,CHIEF,Lone Mountain/USF
Alarm,CHIEF,Marina
Alarm,CHIEF,McLaren Park
Alarm,CHIEF,Mission
Alarm,CHIEF,Mission Bay
Alarm,CHIEF,Nob Hill
Alarm,CHIEF,Noe Valley
Alarm,CHIEF,North Beach
Alarm,CHIEF,Oceanview/Merced/Ingleside
Alarm,CHIEF,Outer Mission
Alarm,CHIEF,Outer Richmond
Alarm,CHIEF,Pacific Heights
Alarm,CHIEF,Portola
Alarm,CHIEF,Potrero Hill
Alarm,CHIEF,Presidio
Alarm,CHIEF,Presidio Heights
Alarm,CHIEF,Russian Hill
Alarm,CHIEF,Seacliff
Alarm,CHIEF,South of Market
Alarm,CHIEF,Sunset/Parkside
Alarm,CHIEF,Tenderloin
Alarm,CHIEF,Treasure Island
Alarm,CHIEF,Twin Peaks
Alarm,CHIEF,Visitacion Valley
Alarm,CHIEF,Western Addition
Alarm,CHIEF,West of Twin Peaks
Alarm,ENGINE,Bayview Hunters Point
Alarm,ENGINE,Bernal Heights
Alarm,ENGINE,Castro/Upper Market
Alarm,ENGINE,Chinatown
Alarm,ENGINE,Excelsior
Alarm,ENGINE,Financial District/South Beach
Alarm,ENGINE,Glen Park
Alarm,ENGINE,Golden Gate Park
Alarm,ENGINE,Haight Ashbury
Alarm,ENGINE,Hayes Valley
Alarm,ENGINE,Inner Richmond
Alarm,ENGINE,Inner Sunset
Alarm,ENGINE,Japantown
Alarm,ENGINE,Lakeshore
Alarm,ENGINE,Lincoln Park
Alarm,ENGINE,Lone Mountain/USF
Alarm,ENGINE,Marina
Alarm,ENGINE,McLaren Park
Alarm,ENGINE,Mission
Alarm,ENGINE,Mission Bay
Alarm,ENGINE,Nob Hill
Alarm,ENGINE,Noe Valley
Alarm,ENGINE,North Beach
Alarm,ENGINE,Oceanview/Merced/Ingleside
Alarm,ENGINE,Outer Mission
Alarm,ENGINE,Outer Richmond
Alarm,ENGINE,Pacific Heights
Alarm,ENGINE,Portola
Alarm,ENGINE,Potrero Hill
Alarm,ENGINE,Presidio
Alarm,ENGINE,Presidio Heights
Alarm,ENGINE,Russian Hill
Alarm,ENGINE,Seacliff
Alarm,ENGINE,South of Market
Alarm,ENGINE,Sunset/Parkside
Alarm,ENGINE,Tenderloin
Alarm,ENGINE,Treasure Island
Alarm,ENGINE,Twin Peaks
Alarm,ENGINE,Visitacion Valley
Alarm,ENGINE,Western Addition
Alarm,ENGINE,West of Twin Peaks
Alarm,INVESTIGATION,Bayview Hunters Point
Alarm,INVESTIGATION,Bernal Heights
Alarm,INVESTIGATION,Castro/Upper Market
Alarm,INVESTIGATION,Chinatown
Alarm,INVESTIGATION,Excelsior
Alarm,INVESTIGATION,Financial District/South Beach
Alarm,INVESTIGATION,Golden Gate Park
Alarm,INVESTIGATION,Haight Ashbury
Alarm,INVESTIGATION,Hayes Valley
Alarm,INVESTIGATION,Inner Richmond
Alarm,INVESTIGATION,Inner Sunset
Alarm,INVESTIGATION,Japantown
Alarm,INVESTIGATION,Lakeshore
Alarm,INVESTIGATION,Lone Mountain/USF
Alarm,INVESTIGATION,Marina
Alarm,INVESTIGATION,McLaren Park
Alarm,INVESTIGATION,Mission
Alarm,INVESTIGATION,Mission Bay
Alarm,INVESTIGATION,Nob Hill
Alarm,INVESTIGATION,Noe Valley
Alarm,INVESTIGATION,North Beach
Alarm,INVESTIGATION,Oceanview/Merced/Ingleside
Alarm,INVESTIGATION,Outer Mission
Alarm,INVESTIGATION,Outer Richmond
Alarm,INVESTIGATION,Pacific Heights
Alarm,INVESTIGATION,Portola
Alarm,INVESTIGATION,Potrero Hill
Alarm,INVESTIGATION,Presidio
Alarm,INVESTIGATION,Presidio Heights
Alarm,INVESTIGATION,Russian Hill
Alarm,INVESTIGATION,South of Market
Alarm,INVESTIGATION,Sunset/Parkside
Alarm,INVESTIGATION,Tenderloin
Alarm,INVESTIGATION,Treasure Island
Alarm,INVESTIGATION,Twin Peaks
Alarm,INVESTIGATION,Visitacion Valley
Alarm,INVESTIGATION,Western Addition
Alarm,INVESTIGATION,West of Twin Peaks
Alarm,MEDIC,Bayview Hunters Point
Alarm,MEDIC,Bernal Heights
Alarm,MEDIC,Castro/Upper Market
Alarm,MEDIC,Chinatown
Alarm,MEDIC,Excelsior
Alarm,MEDIC,Financial District/South Beach
Alarm,MEDIC,Glen Park
Alarm,MEDIC,Golden Gate Park
Alarm,MEDIC,Haight Ashbury
Alarm,MEDIC,Hayes Valley
Alarm,MEDIC,Inner Richmond
Alarm,MEDIC,Inner Sunset
Alarm,MEDIC,Japantown
Alarm,MEDIC,Lakeshore
Alarm,MEDIC,Lincoln Park
Alarm,MEDIC,Lone Mountain/USF
Alarm,MEDIC,Marina
Alarm,MEDIC,McLaren Park
Alarm,MEDIC,Mission
Alarm,MEDIC,Mission Bay
Alarm,MEDIC,Nob Hill
Alarm,MEDIC,Noe Valley
Alarm,MEDIC,North Beach
Alarm,MEDIC,Oceanview/Merced/Ingleside
Alarm,MEDIC,Outer Mission
Alarm,MEDIC,Outer Richmond
Alarm,MEDIC,Pacific Heights
Alarm,MEDIC,Portola
Alarm,MEDIC,Potrero Hill
Alarm,MEDIC,Presidio
Alarm,MEDIC,Presidio Heights
Alarm,MEDIC,Russian Hill
Alarm,MEDIC,Seacliff
Alarm,MEDIC,South of Market
Alarm,MEDIC,Sunset/Parkside
Alarm,MEDIC,Tenderloin
Alarm,MEDIC,Treasure Island
Alarm,MEDIC,Twin Peaks
Alarm,MEDIC,Visitacion Valley
Alarm,MEDIC,Western Addition
Alarm,MEDIC,West of Twin Peaks
Alarm,PRIVATE,Bayview Hunters Point
Alarm,PRIVATE,Bernal Heights
Alarm,PRIVATE,Castro/Upper Market
Alarm,PRIVATE,Chinatown
Alarm,PRIVATE,Excelsior
Alarm,PRIVATE,Financial District/South Beach
Alarm,PRIVATE,Glen Park
Alarm,PRIVATE,Golden Gate Park
Alarm,PRIVATE,Haight Ashbury
Alarm,PRIVATE,Hayes Valley
Alarm,PRIVATE,Inner Richmond
Alarm,PRIVATE,Inner Sunset
Alarm,PRIVATE,Japantown
Alarm,PRIVATE,Lakeshore
Alarm,PRIVATE,Lincoln Park
Alarm,PRIVATE,Lone Mountain/USF
Alarm,PRIVATE,Marina
Alarm,PRIVATE,McLaren Park
Alarm,PRIVATE,Mission
Alarm,PRIVATE,Mission Bay
Alarm,PRIVATE,Nob Hill
Alarm,PRIVATE,Noe Valley
Alarm,PRIVATE,North Beach
Alarm,PRIVATE,Oceanview/Merced/Ingleside
Alarm,PRIVATE,Outer Mission
Alarm,PRIVATE,Outer Richmond
Alarm,PRIVATE,Pacific Heights
Alarm,PRIVATE,Portola
Alarm,PRIVATE,Potrero Hill
Alarm,PRIVATE,Presidio
Alarm,PRIVATE,Presidio Heights
Alarm,PRIVATE,Russian Hill
Alarm,PRIVATE,Seacliff
Alarm,PRIVATE,South of Market
Alarm,PRIVATE,Sunset/Parkside
Alarm,PRIVATE,Tenderloin
Alarm,PRIVATE,Treasure Island
Alarm,PRIVATE,Twin Peaks
Alarm,PRIVATE,Visitacion Valley
Alarm,PRIVATE,Western Addition
Alarm,PRIVATE,West of Twin Peaks
Alarm,RESCUE CAPTAIN,Bayview Hunters Point
Alarm,RESCUE CAPTAIN,Bernal Heights
Alarm,RESCUE CAPTAIN,Castro/Upper Market
Alarm,RESCUE CAPTAIN,Chinatown
Alarm,RESCUE CAPTAIN,Excelsior
Alarm,RESCUE CAPTAIN,Financial District/South Beach
Alarm,RESCUE CAPTAIN,Glen Park
Alarm,RESCUE CAPTAIN,Golden Gate Park
Alarm,RESCUE CAPTAIN,Haight Ashbury
Alarm,RESCUE CAPTAIN,Hayes Valley
Alarm,RESCUE CAPTAIN,Inner Richmond
Alarm,RESCUE CAPTAIN,Inner Sunset
Alarm,RESCUE CAPTAIN,Japantown
Alarm,RESCUE CAPTAIN,Lakeshore
Alarm,RESCUE CAPTAIN,Lincoln Park
Alarm,RESCUE CAPTAIN,Lone Mountain/USF
Alarm,RESCUE CAPTAIN,Marina
Alarm,RESCUE CAPTAIN,McLaren Park
Alarm,RESCUE CAPTAIN,Mission
Alarm,RESCUE CAPTAIN,Mission Bay
Alarm,RESCUE CAPTAIN,Nob Hill
Alarm,RESCUE CAPTAIN,Noe Valley
Alarm,RESCUE CAPTAIN,North Beach
Alarm,RESCUE CAPTAIN,Oceanview/Merced/Ingleside
Alarm,RESCUE CAPTAIN,Outer Mission
Alarm,RESCUE CAPTAIN,Outer Richmond
Alarm,RESCUE CAPTAIN,Pacific Heights
Alarm,RESCUE CAPTAIN,Portola
Alarm,RESCUE CAPTAIN,Potrero Hill
Alarm,RESCUE CAPTAIN,Presidio
Alarm,RESCUE CAPTAIN,Presidio Heights
Alarm,RESCUE CAPTAIN,Russian Hill
Alarm,RESCUE CAPTAIN,Seacliff
Alarm,RESCUE CAPTAIN,South of Market
Alarm,RESCUE CAPTAIN,Sunset/Parkside
Alarm,RESCUE CAPTAIN,Tenderloin
Alarm,RESCUE CAPTAIN,Treasure Island
Alarm,RESCUE CAPTAIN,Twin Peaks
Alarm,RESCUE CAPTAIN,Visitacion Valley
Alarm,RESCUE CAPTAIN,Western Addition
Alarm,RESCUE CAPTAIN,West of Twin Peaks
Alarm,RESCUE SQUAD,Bayview Hunters Point
Alarm,RESCUE SQUAD,Bernal Heights
Alarm,RESCUE SQUAD,Castro/Upper Market
Alarm,RESCUE SQUAD,Chinatown
Alarm,RESCUE SQUAD,Excelsior
Alarm,RESCUE SQUAD,Financial District/South Beach
Alarm,RESCUE SQUAD,Glen Park
Alarm,RESCUE SQUAD,Golden Gate Park
Alarm,RESCUE SQUAD,Haight Ashbury
Alarm,RESCUE SQUAD,Hayes Valley
Alarm,RESCUE SQUAD,Inner Richmond
Alarm,RESCUE SQUAD,Inner Sunset
Alarm,RESCUE SQUAD,Japantown
Alarm,RESCUE SQUAD,Lakeshore
Alarm,RESCUE SQUAD,Lincoln Park
Alarm,RESCUE SQUAD,Lone Mountain/USF
Alarm,RESCUE SQUAD,Marina
Alarm,RESCUE SQUAD,McLaren Park
Alarm,RESCUE SQUAD,Mission
Alarm,RESCUE SQUAD,Mission Bay
Alarm,RESCUE SQUAD,Nob Hill
Alarm,RESCUE SQUAD,Noe Valley
Alarm,RESCUE SQUAD,North Beach
Alarm,RESCUE SQUAD,Oceanview/Merced/Ingleside
Alarm,RESCUE SQUAD,Outer Mission
Alarm,RESCUE SQUAD,Outer Richmond
Alarm,RESCUE SQUAD,Pacific Heights
Alarm,RESCUE SQUAD,Portola
Alarm,RESCUE SQUAD,Potrero Hill
Alarm,RESCUE SQUAD,Presidio
Alarm,RESCUE SQUAD,Presidio Heights
Alarm,RESCUE SQUAD,Russian Hill
Alarm,RESCUE SQUAD,Seacliff
Alarm,RESCUE SQUAD,South of Market
Alarm,RESCUE SQUAD,Sunset/Parkside
Alarm,RESCUE SQUAD,Tenderloin
Alarm,RESCUE SQUAD,Treasure Island
Alarm,RESCUE SQUAD,Twin Peaks
Alarm,RESCUE SQUAD,Visitacion Valley
Alarm,RESCUE SQUAD,Western Addition
Alarm,RESCUE SQUAD,West of Twin Peaks
Alarm,SUPPORT,Bayview Hunters Point
Alarm,SUPPORT,Bernal Heights
Alarm,SUPPORT,Castro/Upper Market
Alarm,SUPPORT,Chinatown
Alarm,SUPPORT,Excelsior
Alarm,SUPPORT,Financial District/South Beach
Alarm,SUPPORT,Glen Park
Alarm,SUPPORT,Golden Gate Park
Alarm,SUPPORT,Haight Ashbury
Alarm,SUPPORT,Hayes Valley
Alarm,SUPPORT,Inner Richmond
Alarm,SUPPORT,Inner Sunset
Alarm,SUPPORT,Japantown
Alarm,SUPPORT,Lakeshore
Alarm,SUPPORT,Lincoln Park
Alarm,SUPPORT,Lone Mountain/USF
Alarm,SUPPORT,Marina
Alarm,SUPPORT,McLaren Park
Alarm,SUPPORT,Mission
Alarm,SUPPORT,Mission Bay
Alarm,SUPPORT,Nob Hill
Alarm,SUPPORT,Noe Valley
Alarm,SUPPORT,North Beach
Alarm,SUPPORT,Oceanview/Merced/Ingleside
Alarm,SUPPORT,Outer Mission
Alarm,SUPPORT,Outer Richmond
Alarm,SUPPORT,Pacific Heights
Alarm,SUPPORT,Portola
Alarm,SUPPORT,Potrero Hill
Alarm,SUPPORT,Presidio
Alarm,SUPPORT,Presidio Heights
Alarm,SUPPORT,Russian Hill
Alarm,SUPPORT,Seacliff
Alarm,SUPPORT,South of Market
Alarm,SUPPORT,Sunset/Parkside
Alarm,SUPPORT,Tenderloin
Alarm,SUPPORT,Treasure Island
Alarm,SUPPORT,Twin Peaks
Alarm,SUPPORT,Visitacion Valley
Alarm,SUPPORT,Western Addition
Alarm,SUPPORT,West of Twin Peaks
Alarm,TRUCK,Bayview Hunters Point
Alarm,TRUCK,Bernal Heights
Alarm,TRUCK,Castro/Upper Market
Alarm,TRUCK,Chinatown
Alarm,TRUCK,Excelsior
Alarm,TRUCK,Financial District/South Beach
Alarm,TRUCK,Glen Park
Alarm,TRUCK,Golden Gate Park
Alarm,TRUCK,Haight Ashbury
Alarm,TRUCK,Hayes Valley
Alarm,TRUCK,Inner Richmond
Alarm,TRUCK,Inner Sunset
Alarm,TRUCK,Japantown
Alarm,TRUCK,Lakeshore
Alarm,TRUCK,Lincoln Park
Alarm,TRUCK,Lone Mountain/USF
Alarm,TRUCK,Marina
Alarm,TRUCK,McLaren Park
Alarm,TRUCK,Mission
Alarm,TRUCK,Mission Bay
Alarm,TRUCK,Nob Hill
Alarm,TRUCK,Noe Valley
Alarm,TRUCK,North Beach
Alarm,TRUCK,Oceanview/Merced/Ingleside
Alarm,TRUCK,Outer Mission
Alarm,TRUCK,Outer Richmond
Alarm,TRUCK,Pacific Heights
Alarm,TRUCK,Portola
Alarm,TRUCK,Potrero Hill
Alarm,TRUCK,Presidio
Alarm,TRUCK,Presidio Heights
Alarm,TRUCK,Russian Hill
Alarm,TRUCK,Seacliff
Alarm,TRUCK,South of Market
Alarm,TRUCK,Sunset/Parkside
Alarm,TRUCK,Tenderloin
Alarm,TRUCK,Treasure Island
Alarm,TRUCK,Twin Peaks
Alarm,TRUCK,Visitacion Valley
Alarm,TRUCK,Western Addition
Alarm,TRUCK,West of Twin Peaks
Fire,AIRPORT,Bayview Hunters Point
Fire,AIRPORT,South of Market
Fire,CHIEF,Bayview Hunters Point
Fire,CHIEF,Bernal Heights
Fire,CHIEF,Castro/Upper Market
Fire,CHIEF,Chinatown
Fire,CHIEF,Excelsior
Fire,CHIEF,Financial District/South Beach
Fire,CHIEF,Glen Park
Fire,CHIEF,Golden Gate Park
Fire,CHIEF,Haight Ashbury
Fire,CHIEF,Hayes Valley
Fire,CHIEF,Inner Richmond
Fire,CHIEF,Inner Sunset
Fire,CHIEF,Japantown
Fire,CHIEF,Lakeshore
Fire,CHIEF,Lincoln Park
Fire,CHIEF,Lone Mountain/USF
Fire,CHIEF,Marina
Fire,CHIEF,McLaren Park
Fire,CHIEF,Mission
Fire,CHIEF,Mission Bay
Fire,CHIEF,Nob Hill
Fire,CHIEF,Noe Valley
Fire,CHIEF,North Beach
Fire,CHIEF,Oceanview/Merced/Ingleside
Fire,CHIEF,Outer Mission
Fire,CHIEF,Outer Richmond
Fire,CHIEF,Pacific Heights
Fire,CHIEF,Portola
Fire,CHIEF,Potrero Hill
Fire,CHIEF,Presidio
Fire,CHIEF,Presidio Heights
Fire,CHIEF,Russian Hill
Fire,CHIEF,Seacliff
Fire,CHIEF,South of Market
Fire,CHIEF,Sunset/Parkside
Fire,CHIEF,Tenderloin
Fire,CHIEF,Treasure Island
Fire,CHIEF,Twin Peaks
Fire,CHIEF,Visitacion Valley
Fire,CHIEF,Western Addition
Fire,CHIEF,West of Twin Peaks
Fire,ENGINE,Bayview Hunters Point
Fire,ENGINE,Bernal Heights
Fire,ENGINE,Castro/Upper Market
Fire,ENGINE,Chinatown
Fire,ENGINE,Excelsior
Fire,ENGINE,Financial District/South Beach
Fire,ENGINE,Glen Park
Fire,ENGINE,Golden Gate Park
Fire,ENGINE,Haight Ashbury
Fire,ENGINE,Hayes Valley
Fire,ENGINE,Inner Richmond
Fire,ENGINE,Inner Sunset
Fire,ENGINE,Japantown
Fire,ENGINE,Lakeshore
Fire,ENGINE,Lincoln Park
Fire,ENGINE,Lone Mountain/USF
Fire,ENGINE,Marina
Fire,ENGINE,McLaren Park
Fire,ENGINE,Mission
Fire,ENGINE,Mission Bay
Fire,ENGINE,Nob Hill
Fire,ENGINE,Noe Valley
Fire,ENGINE,North Beach
Fire,ENGINE,Oceanview/Merced/Ingleside
Fire,ENGINE,Outer Mission
Fire,ENGINE,Outer Richmond
Fire,ENGINE,Pacific Heights
Fire,ENGINE,Portola
Fire,ENGINE,Potrero Hill
Fire,ENGINE,Presidio
Fire,ENGINE,Presidio Heights
Fire,ENGINE,Russian Hill
Fire,ENGINE,Seacliff
Fire,ENGINE,South of Market
Fire,ENGINE,Sunset/Parkside
Fire,ENGINE,Tenderloin
Fire,ENGINE,Treasure Island
Fire,ENGINE,Twin Peaks
Fire,ENGINE,Visitacion Valley
Fire,ENGINE,Western Addition
Fire,ENGINE,West of Twin Peaks
Fire,INVESTIGATION,Bayview Hunters Point
Fire,INVESTIGATION,Bernal Heights
Fire,INVESTIGATION,Castro/Upper Market
Fire,INVESTIGATION,Chinatown
Fire,INVESTIGATION,Excelsior
Fire,INVESTIGATION,Financial District/South Beach
Fire,INVESTIGATION,Glen Park
Fire,INVESTIGATION,Golden Gate Park
Fire,INVESTIGATION,Haight Ashbury
Fire,INVESTIGATION,Hayes Valley
Fire,INVESTIGATION,Inner Richmond
Fire,INVESTIGATION,Inner Sunset
Fire,INVESTIGATION,Japantown
Fire,INVESTIGATION,Lakeshore
Fire,INVESTIGATION,Lincoln Park
Fire,INVESTIGATION,Lone Mountain/USF
Fire,INVESTIGATION,Marina
Fire,INVESTIGATION,McLaren Park
Fire,INVESTIGATION,Mission
Fire,INVESTIGATION,Mission Bay
Fire,INVESTIGATION,Nob Hill
Fire,INVESTIGATION,Noe Valley
Fire,INVESTIGATION,North Beach
Fire,INVESTIGATION,Oceanview/Merced/Ingleside
Fire,INVESTIGATION,Outer Mission
Fire,INVESTIGATION,Outer Richmond
Fire,INVESTIGATION,Pacific Heights
Fire,INVESTIGATION,Portola
Fire,INVESTIGATION,Potrero Hill
Fire,INVESTIGATION,Presidio
Fire,INVESTIGATION,Presidio Heights
Fire,INVESTIGATION,Russian Hill
Fire,INVESTIGATION,Seacliff
Fire,INVESTIGATION,South of Market
Fire,INVESTIGATION,Sunset/Parkside
Fire,INVESTIGATION,Tenderloin
Fire,INVESTIGATION,Treasure Island
Fire,INVESTIGATION,Twin Peaks
Fire,INVESTIGATION,Visitacion Valley
Fire,INVESTIGATION,Western Addition
Fire,INVESTIGATION,West of Twin Peaks
Fire,MEDIC,Bayview Hunters Point
Fire,MEDIC,Bernal Heights
Fire,MEDIC,Castro/Upper Market
Fire,MEDIC,Chinatown
Fire,MEDIC,Excelsior
Fire,MEDIC,Financial District/South Beach
Fire,MEDIC,Glen Park
Fire,MEDIC,Golden Gate Park
Fire,MEDIC,Haight Ashbury
Fire,MEDIC,Hayes Valley
Fire,MEDIC,Inner Richmond
Fire,MEDIC,Inner Sunset
Fire,MEDIC,Japantown
Fire,MEDIC,Lakeshore
Fire,MEDIC,Lincoln Park
Fire,MEDIC,Lone Mountain/USF
Fire,MEDIC,Marina
Fire,MEDIC,McLaren Park
Fire,MEDIC,Mission
Fire,MEDIC,Mission Bay
Fire,MEDIC,Nob Hill
Fire,MEDIC,Noe Valley
Fire,MEDIC,North Beach
Fire,MEDIC,Oceanview/Merced/Ingleside
Fire,MEDIC,Outer Mission
Fire,MEDIC,Outer Richmond
Fire,MEDIC,Pacific Heights
Fire,MEDIC,Portola
Fire,MEDIC,Potrero Hill
Fire,MEDIC,Presidio
Fire,MEDIC,Presidio Heights
Fire,MEDIC,Russian Hill
Fire,MEDIC,Seacliff
Fire,MEDIC,South of Market
Fire,MEDIC,Sunset/Parkside
Fire,MEDIC,Tenderloin
Fire,MEDIC,Treasure Island
Fire,MEDIC,Twin Peaks
Fire,MEDIC,Visitacion Valley
Fire,MEDIC,Western Addition
Fire,MEDIC,West of Twin Peaks
Fire,PRIVATE,Bayview Hunters Point
Fire,PRIVATE,Bernal Heights
Fire,PRIVATE,Castro/Upper Market
Fire,PRIVATE,Chinatown
Fire,PRIVATE,Excelsior
Fire,PRIVATE,Financial District/South Beach
Fire,PRIVATE,Glen Park
Fire,PRIVATE,Golden Gate Park
Fire,PRIVATE,Haight Ashbury
Fire,PRIVATE,Hayes Valley
Fire,PRIVATE,Inner Richmond
Fire,PRIVATE,Inner Sunset
Fire,PRIVATE,Japantown
Fire,PRIVATE,Lakeshore
Fire,PRIVATE,Lincoln Park
Fire,PRIVATE,Lone Mountain/USF
Fire,PRIVATE,Marina
Fire,PRIVATE,Mission
Fire,PRIVATE,Mission Bay
Fire,PRIVATE,Nob Hill
Fire,PRIVATE,Noe Valley
Fire,PRIVATE,North Beach
Fire,PRIVATE,Oceanview/Merced/Ingleside
Fire,PRIVATE,Outer Mission
Fire,PRIVATE,Outer Richmond
Fire,PRIVATE,Pacific Heights
Fire,PRIVATE,Portola
Fire,PRIVATE,Potrero Hill
Fire,PRIVATE,Presidio
Fire,PRIVATE,Presidio Heights
Fire,PRIVATE,Russian Hill
Fire,PRIVATE,Seacliff
Fire,PRIVATE,South of Market
Fire,PRIVATE,Sunset/Parkside
Fire,PRIVATE,Tenderloin
Fire,PRIVATE,Treasure Island
Fire,PRIVATE,Twin Peaks
Fire,PRIVATE,Visitacion Valley
Fire,PRIVATE,Western Addition
Fire,PRIVATE,West of Twin Peaks
Fire,RESCUE CAPTAIN,Bayview Hunters Point
Fire,RESCUE CAPTAIN,Bernal Heights
Fire,RESCUE CAPTAIN,Castro/Upper Market
Fire,RESCUE CAPTAIN,Chinatown
Fire,RESCUE CAPTAIN,Excelsior
Fire,RESCUE CAPTAIN,Financial District/South Beach
Fire,RESCUE CAPTAIN,Glen Park
Fire,RESCUE CAPTAIN,Golden Gate Park
Fire,RESCUE CAPTAIN,Haight Ashbury
Fire,RESCUE CAPTAIN,Hayes Valley
Fire,RESCUE CAPTAIN,Inner Richmond
Fire,RESCUE CAPTAIN,Inner Sunset
Fire,RESCUE CAPTAIN,Japantown
Fire,RESCUE CAPTAIN,Lakeshore
Fire,RESCUE CAPTAIN,Lincoln Park
Fire,RESCUE CAPTAIN,Lone Mountain/USF
Fire,RESCUE CAPTAIN,Marina
Fire,RESCUE CAPTAIN,McLaren Park
Fire,RESCUE CAPTAIN,Mission
Fire,RESCUE CAPTAIN,Mission Bay
Fire,RESCUE CAPTAIN,Nob Hill
Fire,RESCUE CAPTAIN,Noe Valley
Fire,RESCUE CAPTAIN,North Beach
Fire,RESCUE CAPTAIN,Oceanview/Merced/Ingleside
Fire,RESCUE CAPTAIN,Outer Mission
Fire,RESCUE CAPTAIN,Outer Richmond
Fire,RESCUE CAPTAIN,Pacific Heights
